2026-07-31T00:34:53.1005647+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_CreatesNestedDirectoryStructure
2026-07-31T00:34:53.5327038+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_CreatesNestedDirectoryStructure
2026-07-31T00:34:53.5616928+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.SwitchBackToOrgA_WithoutForce_PreservesOrgAData
2026-07-31T00:34:53.6667517+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.SwitchBackToOrgA_WithoutForce_PreservesOrgAData
2026-07-31T00:34:53.6676271+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_OrgA_ThenOrgB_PreservesOrgADatabase
2026-07-31T00:34:53.7286487+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_OrgA_ThenOrgB_PreservesOrgADatabase
2026-07-31T00:34:53.7299120+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.Force_ReInitOrgA_DoesNotDeleteOrgBDatabase
2026-07-31T00:34:53.7840436+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.Force_ReInitOrgA_DoesNotDeleteOrgBDatabase
2026-07-31T00:34:53.7850059+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_SameOrg_DifferentProjects_CreatesSeparateDBs
2026-07-31T00:34:53.8197535+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_SameOrg_DifferentProjects_CreatesSeparateDBs
2026-07-31T00:34:53.8209938+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.Force_DeletesOnlyCurrentContextDb
2026-07-31T00:34:53.8802790+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.Force_DeletesOnlyCurrentContextDb
2026-07-31T00:34:53.8813004+00:00	START	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_UpdatesConfigWithOrgAndProject
2026-07-31T00:34:53.9948332+00:00	END	Twig.Cli.Tests.Commands.MultiContextInitTests.Init_UpdatesConfigWithOrgAndProject
2026-07-31T00:34:54.0003000+00:00	START	Twig.Cli.Tests.StartupOrderingTests.StartupSideEffect_RunsBelowTheFastExitBlock
2026-07-31T00:34:54.0025944+00:00	END	Twig.Cli.Tests.StartupOrderingTests.StartupSideEffect_RunsBelowTheFastExitBlock
2026-07-31T00:34:54.0027217+00:00	START	Twig.Cli.Tests.StartupOrderingTests.StartupSideEffect_RunsBelowTheFastExitBlock
2026-07-31T00:34:54.0195007+00:00	END	Twig.Cli.Tests.StartupOrderingTests.StartupSideEffect_RunsBelowTheFastExitBlock
2026-07-31T00:34:54.0197086+00:00	START	Twig.Cli.Tests.StartupOrderingTests.FastExitBlock_IsPrecededBy_TheFourFastExitPaths
2026-07-31T00:34:54.0219024+00:00	END	Twig.Cli.Tests.StartupOrderingTests.FastExitBlock_IsPrecededBy_TheFourFastExitPaths
2026-07-31T00:34:54.0220270+00:00	START	Twig.Cli.Tests.StartupOrderingTests.FastExitPaths_ReachNoNetworkConstructingCall
2026-07-31T00:34:54.0230000+00:00	END	Twig.Cli.Tests.StartupOrderingTests.FastExitPaths_ReachNoNetworkConstructingCall
2026-07-31T00:34:54.0234658+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.NoUserFacingStringStillAdvertisesTheDeletedFlag
2026-07-31T00:34:54.0404369+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.NoUserFacingStringStillAdvertisesTheDeletedFlag
2026-07-31T00:34:54.0406309+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0413787+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0414625+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0416615+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0417368+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0417902+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0418647+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0419146+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceOnUnrelatedCommands_IsUntouched
2026-07-31T00:34:54.0419915+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceIsGoneFromTheRefreshAndSyncSurface
2026-07-31T00:34:54.0421448+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceIsGoneFromTheRefreshAndSyncSurface
2026-07-31T00:34:54.0422175+00:00	START	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceIsGoneFromTheRefreshAndSyncSurface
2026-07-31T00:34:54.0423731+00:00	END	Twig.Cli.Tests.Commands.ForceFlagRemovalTests.ForceIsGoneFromTheRefreshAndSyncSurface
2026-07-31T00:34:54.0917360+00:00	START	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_FlushFailuresAndRefreshThrows_FlushErrorsWrittenBeforeRefreshException
2026-07-31T00:34:54.2038280+00:00	END	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_FlushFailuresAndRefreshThrows_FlushErrorsWrittenBeforeRefreshException
2026-07-31T00:34:54.2085805+00:00	START	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_FlushFailures_ReturnsNonZero
2026-07-31T00:34:54.2638565+00:00	END	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_FlushFailures_ReturnsNonZero
2026-07-31T00:34:54.2655395+00:00	START	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_RefreshPhase_DoesNotOverwritePendingItems
2026-07-31T00:34:54.3087278+00:00	END	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_RefreshPhase_DoesNotOverwritePendingItems
2026-07-31T00:34:54.3100514+00:00	START	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_OfflineDuringFlush_HttpRequestExceptionPropagates
2026-07-31T00:34:54.3256452+00:00	END	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_OfflineDuringFlush_HttpRequestExceptionPropagates
2026-07-31T00:34:54.3268521+00:00	START	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_AlwaysCallsFlushAllAsync_NotFlushAsync
2026-07-31T00:34:54.3470013+00:00	END	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_AlwaysCallsFlushAllAsync_NotFlushAsync
2026-07-31T00:34:54.3482528+00:00	START	Twig.Cli.Tests.Commands.SyncCommandTests.Sync_PullOnly_DoesNotEmitPushSummary
